,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
3192,Indian Institute of Technology Gandhinagar,4.2,267,2.1k,16,--,31
3193,Essilor,4.1,266,1.6k,11,5,24
3194,Kores,3.8,265,1.6k,15,--,23
3195,Lafarge,4.3,256,590,10,--,53
3196,DISYS,3.0,287,2.2k,26,--,21
3197,S. M. Auto Engineering,3.4,268,1.4k,16,--,14
3198,Clariant Chemicals,4.1,268,1.7k,12,1,51
3199,Delhi Metro Rail Corporation,4.1,267,1k,19,--,36
3200,Jay Chemical Industries,4.2,267,1.4k,16,5,33
3201,Sharda University,3.6,265,1.4k,12,46,37
3202,Kelly Services,4.4,264,1.5k,12,2,43
3203,Tejas Networks,4.1,303,2.4k,53,16,32
3204,GUS Education India,3.3,294,1.6k,33,16,23
3205,Diamondpick,4.1,286,1.4k,11,23,15
3206,Corona Remedies,4.0,281,1.1k,10,--,33
3207,Aparna Enterprises,4.0,279,1.5k,19,--,33
3208,Hitech Digital Solutions,4.1,278,1.5k,20,16,35
3209,Secure Value,3.4,274,811,9,--,24
3210,OnProcess Technology,3.7,273,1k,9,8,59
3211,Samsonite,4.3,270,1.2k,9,--,28
3212,Tata Marcopolo Motors,3.5,263,1.2k,15,--,37
3213,Hewlett Packard Globalsoft,3.9,251,1.2k,3,--,46
3214,Stellantis,3.4,299,2.8k,25,--,17
3215,Neilsoft,3.7,293,2.3k,30,65,28
3216,Mashreq Global Services,3.3,290,2k,20,71,33
3217,The Indian Hotels Company,4.2,287,1.3k,16,7,42
3218,M Baazar,4.0,286,703,24,--,9
3219,Flatworld Solutions,3.7,282,2.6k,20,25,40
3220,Pon Pure Chemical,4.0,277,1.2k,14,5,32
3221,Osource India,3.0,263,1.6k,9,23,16
3222,Indian Political Action Committee,2.8,306,1.6k,42,1,15
3223,Anudip Foundation,3.5,297,1k,32,15,37
3224,AQuity Solutions India,3.7,292,1.9k,29,--,26
3225,Welspun Flooring,3.8,288,1.1k,19,--,29
3226,Gopal Namkeen,4.3,287,960,25,--,38
3227,Stylebaazar,4.0,291,717,26,3,8
3228,HYT Engineering,3.3,287,1.2k,21,18,31
3229,ShopKirana,3.8,285,1.1k,16,8,35
3230,Dynacons Systems & Solutions,3.9,282,1.3k,16,9,21
3231,Tata Steel Downstream Products,4.0,280,1.3k,30,2,30
3232,Stirring Minds,5.0,278,34,12,--,3
3233,Bharat Aluminium Company (BALCO),4.2,278,1.6k,23,1,44
3234,K L University,3.8,278,1k,31,18,30
3235,ADNOC,4.5,275,958,21,--,35
3236,Sun Pharma Laboratories,4.2,273,1.2k,20,--,36
3237,Netlink Software,3.3,271,1.9k,13,17,44
3238,BCD Travel,4.2,271,1.7k,11,59,39
3239,GSP Crop Science,4.0,269,1.3k,17,11,27
3240,Sheraton Hotels and Resorts,4.1,279,784,8,--,34
3241,Offshoot Agency,3.6,278,1k,16,3,21
3242,FoodPanda,3.8,248,1.1k,8,--,31
3243,Lernx,4.2,358,52,47,--,7
3244,RSM India,3.4,305,1.9k,45,27,23
3245,Coronis Health,3.7,297,868,21,4,18
3246,Shalimar Paints,3.9,286,1.3k,15,7,26
3247,Aizant Drug Research Solutions,3.9,278,1.4k,9,5,31
3248,Nuziveedu Seeds,4.2,277,1.1k,24,--,32
3249,Bosch Rexroth India,4.0,276,1.3k,17,--,41
3250,Prem Motors,4.0,271,1.1k,10,9,35
3251,Fynd,3.7,329,1.4k,28,17,32
3252,Pole To Win,3.5,308,2k,44,26,47
3253,Greenpanel Industries,4.1,305,1.5k,13,--,25
3254,Sunstone,3.8,299,1.3k,18,29,31
3255,ArcelorMittal,4.1,295,1.8k,24,19,27
3256,Saxo Bank,3.1,291,2.3k,22,9,42
3257,Saama Technologies,3.7,285,3.3k,43,13,46
3258,Indian Overseas Bank,3.5,282,1k,12,--,25
3259,TOPS,3.8,279,896,14,--,32
3260,TIBCO Software,3.8,286,4k,36,45,62
3261,Urban Ladder,3.8,285,1.5k,37,4,31
3262,ABM Knowledgeware,3.7,285,1.4k,20,15,32
3263,IPE Global,3.9,280,1k,17,14,38
3264,Talbros,4.1,278,1.5k,19,7,36
3265,LT Foods,4.1,276,1.3k,16,1,42
3266,Bharat Bijlee,4.3,276,1.4k,12,1,51
3267,Chettinad Cements,4.0,271,1.6k,19,--,21
3268,Pranav Vikas India Private Limited,3.8,265,1.3k,17,3,34
3269,SPML Infra,3.5,257,902,13,--,27
3270,LEAP India Private Limited,4.4,309,968,19,8,35
3271,Markelytics Solutions,4.8,302,398,2,6,72
3272,Calsoft,3.2,299,3.4k,36,30,30
3273,Athenahealth Technology,4.2,298,3.1k,53,18,50
3274,1K Networks,3.2,293,1.1k,22,--,18
3275,Arzooo.com,2.4,292,1.2k,22,--,15
3276,Zyoin,4.0,287,691,11,121,53
3277,Globus Infocom,4.7,286,577,7,6,30
3278,MyMoneyMantra,3.3,286,1.6k,12,11,13
3279,Park Hospital,3.5,284,1.2k,19,12,12
3280,Merck,4.3,272,2.1k,9,72,41
3281,KLAY Schools,3.9,271,1.3k,29,74,45
3282,EC-Council,4.4,331,865,16,2,57
3283,Torrent Gas,3.1,309,1.8k,41,--,39
3284,Resurgent India,4.6,285,423,3,29,82
3285,Piramal Swasthya,4.1,283,940,11,8,38
3286,Buhler,4.0,279,1.6k,17,1,39
3287,Maxxis Rubber,3.5,278,1.9k,25,--,51
3288,Ksb Pumps,3.9,273,1.2k,22,87,35
3289,Nutricia,3.7,267,595,17,--,8
3290,Nibav Lifts,3.7,333,857,29,8,35
3291,FNP,3.4,302,2k,14,19,30
3292,Rapido,3.7,299,1.9k,19,4,31
3293,Aludecor Lamination,3.9,298,1.4k,26,25,30
3294,Kauvery Hospital,4.0,292,1.5k,17,15,21
3295,Holcim,3.4,283,2k,19,1,43
3296,Intercontinental Consultants & Technocrats,4.0,276,1.2k,20,12,23
3297,Deenanath Mangeshkar Hospital,4.2,272,888,14,20,31
3298,LendingKart,3.2,323,2.3k,23,6,22
3299,FM LOGISTIC,3.9,290,1k,19,--,14
3300,Akumentis Healthcare,3.7,271,777,11,3,30
3301,Shriram Value Services,4.3,256,873,2,--,35
3302,TransUnion,4.0,320,3.6k,68,62,58
3303,Cedcoss Technologies,3.2,311,1.8k,48,7,31
3304,DataMetica,3.7,307,2.4k,29,51,26
3305,Mann And Hummel Filter,4.0,286,1.5k,15,--,43
3306,National Organic Chemical Industries,4.0,283,1.6k,24,4,46
3307,Roop Automotives,4.4,279,1.3k,16,--,49
3308,Sakthi Auto Components,3.4,273,1.1k,8,--,26
3309,P.D. Hinduja National Hospital and Medical Research Centre,3.8,260,5.4k,18,--,46
3310,C5i,4.1,332,2.3k,35,14,48
3311,myGate,3.3,298,2.2k,19,6,23
3312,Vistara,3.6,293,1.9k,53,--,36
3313,Orient Bell,3.7,292,1.3k,12,3,37
3314,Mettler-Toledo,3.6,290,1.9k,16,29,49
3315,Agilent Technologies,4.3,288,1.8k,18,--,55
3316,Mungi Group,3.9,284,1.6k,17,--,37
3317,TCG Lifesciences,4.1,280,1.2k,12,3,40
3318,Caresoft Global,3.4,289,2.8k,42,7,52
3319,Avineon India,3.9,280,1.3k,23,1,36
3320,Aditya Anagha Multi State Credit Co-Operative Society,4.8,287,102,4,--,3
3321,Rail Vikas Nigam,3.3,286,904,10,--,28
3322,Yamaha Motor India Sales,4.2,286,998,13,1,24
3323,Capital Trust,4.0,284,928,13,--,32
3324,Airtel DTH Services,4.2,282,1.1k,17,--,46
3325,Astra Microwave Products,3.9,281,1.8k,19,1,31
3326,ABP Group,3.2,278,1.4k,6,--,42
3327,Siti Networks,4.0,277,1k,10,--,28
3328,DEN Networks,3.6,275,1.4k,8,--,28
3329,Vasan Eye Care Hospitals,4.0,259,635,3,25,25
3330,Technotask Business Solutions,3.3,316,1.2k,41,10,15
3331,Eurofins It Solutions,3.0,315,3k,40,152,80
3332,Carl Zeiss,3.8,300,2.1k,20,8,39
3333,Ami Lifesciences,3.8,292,1.4k,11,2,25
3334,Mediterranean Shipping Company,4.1,290,1.9k,19,--,27
3335,International Game Technology,3.4,284,1.7k,23,1,30
3336,Continental Engines,4.0,282,1.4k,8,--,45
3337,Ashapura Group Of Industries,4.1,281,1.6k,18,9,45
3338,Healthcare At Home,3.7,277,1.2k,19,19,31
3339,Owens Corning,3.8,276,1.6k,14,--,44
3340,Mr Cooper,4.1,304,2.4k,59,25,38
3341,SkillVertex,3.7,293,288,15,--,68
3342,Zara,3.9,290,820,25,--,44
3343,SkillRecruit,4.7,290,335,8,1,104
3344,LogixHealth,3.6,288,1.7k,14,--,37
3345,ExportersIndia,4.9,336,140,17,--,79
3346,Tally Solutions,4.3,302,2.1k,20,--,52
3347,Ujjivan Financial Services,4.4,296,77,6,--,--
3348,Godrej Interio,3.9,292,1.7k,22,--,43
3349,Gokaldas Exports,4.0,288,1.5k,22,2,26
3350,Bonfiglioli Transmissions Private Limited,3.8,283,1.5k,23,3,37
3351,Tata BlueScope Steel,3.8,282,1.3k,16,--,34
3352,Aka Logistics,3.2,278,1.3k,20,5,28
3353,Aditya Birla Minacs,4.6,262,516,4,--,47
3354,Sona Koyo Steering Systems,4.3,240,459,6,--,49
3355,Spectrum Talent Management,3.7,311,1.7k,20,38,25
3356,Landis+Gyr,3.6,303,2.6k,28,33,45
3357,Iol Chemicals & Pharmaceuticals,4.1,295,1.5k,15,2,22
3358,Bengal Beverages,3.4,292,1.2k,19,--,30
3359,American Axle & Manufacturing,4.4,289,1.4k,16,--,39
3360,AVAYA,3.6,298,2.7k,26,6,47
3361,The Saraswat Co-operative Bank,3.4,297,1.9k,14,--,26
3362,Synergies Castings,4.1,293,754,10,--,25
3363,Ashiana Housing,4.0,290,1.3k,24,25,47
3364,Kailash Hospital,4.1,288,986,10,13,23
3365,Asian Granito India,3.8,287,1.5k,10,--,21
3366,convergys india services,3.6,283,1.1k,19,--,3
3367,EXEDY,4.0,275,1.6k,18,--,54
3368,Gammon Engineers And Contractors,3.9,272,1.3k,20,--,31
3369,Medikabazaar,4.7,508,664,10,--,24
3370,Impact Guru,4.1,333,1.1k,27,110,14
3371,SBI Mutual Fund,4.0,299,1.6k,20,11,38
3372,MagicPin,3.1,299,1.5k,39,17,29
3373,Stellar Value Chain Solutions,3.5,291,1.5k,37,2,24
3374,Nettur Technical Training Foundation,4.1,288,1.2k,16,--,36
3375,Transguard Group,4.1,286,527,10,--,49
3376,Escon Elevators,3.4,284,907,10,14,43
3377,SHARE Microfin,4.4,282,539,10,--,42
3378,Victora Tool Engineers,3.8,265,1.4k,7,--,40
3379,Apisero,4.3,306,2.9k,69,--,41
3380,CMR Green Technologies,3.8,307,1.2k,30,25,60
3381,Broadcom,3.4,297,3.1k,22,6,41
3382,Hanon Systems,4.3,296,1.6k,11,2,55
3383,Apex Laboratories,4.1,295,1.6k,16,1,33
3384,Win Medicare,4.1,294,861,16,--,35
3385,Bonace Engineers,4.0,292,1k,20,--,29
3386,Fossil Group,3.8,286,1.7k,21,--,33
3387,Bombardier Transportation,4.2,262,1.6k,12,--,45
3388,Corporate Infotech,3.7,302,1.7k,20,1,21
3389,Runwal Group,3.9,301,1.8k,14,10,40
3390,Paper boat,3.9,297,1.1k,12,--,34
3391,FCm Travel Solutions,3.6,296,1.6k,5,5,29
3392,KRBL,4.0,296,1.2k,24,5,30
3393,Wintax Solution,4.8,295,36,4,--,118
3394,Ascent Business Solutions,3.4,294,1.9k,20,2,39
3395,Rosmerta Technologies,3.4,291,1.5k,24,16,14
3396,Tata Toyo Radiator,3.9,287,1.4k,16,--,39
3397,Gujarat Ambuja Exports,3.7,285,1.4k,20,--,27
3398,Fexprime Finance,4.5,278,925,5,--,30
3399,Midland Microfin Limited,4.0,306,749,22,--,18
3400,Wonderla Holidays,4.5,289,841,11,40,55
3401,RSWM,4.0,277,1.1k,13,1,48
3402,Wipro Infotech Limited,4.1,266,892,8,--,45
3403,BCG,3.8,325,6.6k,165,4,45
3404,HashedIn by Deloitte,4.3,318,3.4k,98,2,58
3405,Flipkart Health+,3.7,304,1.5k,23,1,32
3406,NetApp,4.1,304,3.4k,44,65,39
3407,XL Health,4.2,303,1.5k,17,--,56
3408,Mjunction Services,4.0,301,1.7k,16,--,43
3409,AceMicromatic Group,4.4,294,1.1k,17,12,37
3410,Aculife Healthcare,3.7,294,1.4k,22,5,33
3411,Vidal Health Insurance,4.0,289,1.5k,8,--,11
3412,Tribhovandas Bhimji Zaveri,4.3,287,1k,4,4,50
3413,VKC Group,4.0,269,1.5k,15,1,29
3414,Kaizen IT Services,4.5,616,1.1k,23,1,23
3415,5paisa Capital Ltd.,4.1,339,1.4k,24,7,71
3416,Reliance Projects & Property Management Services,4.2,329,1.3k,19,--,23
3417,Invesco,3.9,319,2.6k,32,16,52
3418,ESDS Software Solutions,4.0,316,2.5k,26,--,45
3419,Suzlon Global Services,4.1,308,1.3k,36,--,9
3420,MITS GLOBAL CONSULTING,4.7,343,608,9,--,108
3421,BharatPe,3.6,324,2k,34,6,18
3422,Thales,3.8,308,2.9k,34,13,46
3423,RentoMojo,4.4,302,958,6,19,14
3424,Kandhari Beverages,4.0,301,1.2k,18,5,22
3425,My Home Constructions,4.3,294,1.8k,15,3,29
3426,Tirumala Milk Products,4.1,292,1.1k,25,16,39
3427,Bharat Seats,3.7,291,1.5k,16,--,41
3428,Puravankara,3.7,291,1.7k,13,20,7
3429,IFFCO Kisan Sanchar,3.5,289,814,24,--,52
3430,Artemis Health Institute,4.3,281,951,11,27,41
3431,OnePlus,4.2,313,1.8k,29,--,46
3432,Romsons Group Of Industries,3.8,308,1.4k,24,12,32
3433,Quinnox,3.9,300,3.1k,17,30,40
3434,Kellogg Brown and Root,4.1,299,1.7k,20,--,51
3435,Lotus Herbals Private Limited,4.2,304,1.3k,23,3,26
3436,JSW Energy,4.1,303,2.1k,22,--,38
3437,People Group,3.8,299,1.5k,11,65,34
3438,Katerra,3.4,298,2.2k,20,--,48
3439,GGS Information Services,3.8,291,2.1k,15,6,35
3440,Chambal Fertilisers And Chemicals,4.1,278,1.4k,16,--,36
3441,National Collateral Management Services,3.9,272,1k,6,2,45
3442,Aptiv Components India Private,3.9,319,2.4k,32,--,55
3443,Udaan Logistics,4.2,319,1.4k,8,--,2
3444,Jindal Aluminium,3.9,315,1.6k,34,5,62
3445,Karvy Innotech,3.2,301,2.2k,21,--,17
3446,SUEZ Environnement,4.2,296,1.6k,8,2,33
3447,Suzuki,4.1,289,2.5k,32,--,61
3448,Jyoti CNC Automation,4.1,289,1.2k,13,5,34
3449,Wipro GE Health Care,4.2,286,1.7k,12,--,52
3450,You Broadband,3.7,272,1.1k,9,--,27
3451,Elite Elevators,3.7,337,665,22,119,85
3452,Yusen Logistics,4.2,306,1.5k,8,7,35
3453,BOB Financial Solutions,4.3,301,1.1k,16,28,20
3454,BPTP,4.3,289,1.2k,16,11,48
3455,Time Technoplast,3.8,284,1.8k,10,2,39
3456,Bhagwati Products,3.9,283,881,8,3,35
3457,Eisai Pharmaceuticals,4.2,282,1.2k,13,--,50
3458,Elecon Engineering,4.3,274,1.3k,13,11,35
3459,Creative Synergies Group,4.1,371,1.7k,15,45,31
3460,Symbiotec Pharmalab,3.8,304,1.7k,21,9,37
3461,Kuehne + Nagel,4.1,302,1.5k,19,--,42
3462,Johnson Controls Hitachi Air Conditioning,3.7,296,1.7k,14,--,3
3463,Ryan International School,3.6,293,1.1k,13,--,41
3464,Solv,3.8,324,1.1k,25,2,19
3465,JoulestoWatts Business Solutions,2.9,324,2.7k,19,--,13
3466,Indian Immunologicals,4.1,299,1.5k,11,5,48
3467,National Fertilizers,4.3,298,1k,25,--,44
3468,Mas Callnet,3.9,293,803,15,3,15
3469,INDIABULLS PHARMACEUTICALS,2.6,290,794,12,--,28
3470,ACG Associated Capsules,4.1,289,1.3k,16,11,46
3471,Vatika Group,4.1,285,1.4k,13,--,33
3472,S2 Infotech,3.4,284,1.6k,10,--,20
3473,Wow Momo Foods,3.7,319,1.4k,32,6,22
3474,LearningMate Solutions,3.7,312,2.9k,31,5,46
3475,World Vision,4.4,310,730,16,--,35
3476,Grey Orange,3.2,300,2.1k,28,39,51
3477,Uniparts Group,4.2,300,1.5k,13,2,32
3478,Sahyadri Hospital,4.2,293,1.3k,13,18,35
3479,PGP Glass,4.2,289,981,21,4,20
3480,Minda Furukawa Electric,3.9,277,1.1k,6,--,31
3481,Consolidated Construction Consortium,4.4,270,1.1k,11,--,38
3482,Pierian Services,3.8,326,1.9k,24,31,19
3483,Infosys Consulting,3.6,326,3.5k,157,--,68
3484,QSpiders,3.7,322,1.3k,49,12,19
3485,Kirby Building Systems,4.0,320,1.6k,19,--,36
3486,Techwave Consulting,3.9,316,3.2k,25,12,24
3487,Gyan Dairy,4.0,315,1.2k,29,2,37
3488,Roca Bathroom Products,3.9,299,1.4k,15,--,40
3489,Nissan,4.0,298,2k,23,4,30
3490,Henkel Adhesives Technologies,4.1,298,1.8k,6,3,48
3491,PC Solutions,3.8,296,1.4k,13,7,32
3492,Jawahar Navodaya Vidyalaya,4.4,293,514,13,--,33
3493,Aurangabad Electricals,4.0,286,1.3k,11,--,42
3494,Infrastructure Leasing & Financial Services,4.0,274,1.1k,4,--,36
3495,Star Bazaar,4.2,347,1.3k,15,1,28
3496,Regalix,3.0,334,2.5k,36,16,49
3497,Johnson Matthey,4.0,325,1.6k,26,11,63
3498,SoftwareONE,3.9,311,3.2k,36,7,56
3499,Stryker,4.1,310,2.6k,34,7,62
3500,Orra Fine Jewellery,3.6,346,1.2k,26,61,28
3501,Jubilant Ingrevia,3.9,339,1.9k,31,--,20
3502,Mobile Programming,2.9,333,2.9k,40,244,15
3503,Harjai Computers,3.8,320,1.4k,24,5,70
3504,Jeeves Consumer Services,3.8,320,859,24,2,37
3505,ABIS Exports,4.0,318,1.4k,23,--,23
3506,Eversendai,4.0,308,1.5k,25,7,42
3507,Diffusion Engineers,4.3,307,619,15,--,121
3508,L. N. Malviya Infra Projects Group,3.5,305,1.1k,20,6,23
3509,Danske IT,3.5,305,2.1k,16,1,54
3510,Tata Steel Utilities and Infrastructure Services,3.7,296,1.1k,31,--,43
3511,V-Xpress,4.0,294,991,11,--,32
3512,Titan Engineering & Automation,4.1,326,1.8k,24,--,41
3513,Bajaj Consumer Care,3.9,317,1.1k,18,--,46
3514,Loadshare Networks,3.5,317,1.4k,31,6,26
3515,SMEC,4.0,315,1.3k,23,2,44
3516,Grass Roots Research & Creation,4.8,306,114,1,3,127
3517,"Ministry Of Health, New Delhi",4.4,303,1.1k,13,--,33
3518,Hajee A P Bava Construction,3.9,292,1k,7,6,27
3519,Jamna Auto Industries,3.7,287,1.6k,13,7,39
3520,NKG Infrastructure,3.7,303,1.4k,17,8,26
3521,Indian Space Research Organisation,4.5,288,1.2k,30,--,39
3522,Prism Cement,3.7,281,831,14,3,40
3523,Telecom Network Solutions,4.3,274,1.3k,12,11,23
3524,ERA Group,3.9,272,616,5,--,28
3525,FiveS Digital,3.4,317,1.1k,20,--,6
3526,MDC Group of Companies,4.9,314,99,3,--,70
3527,InsanelyGood,4.1,312,1.5k,19,--,40
3528,Kcc Buildcon,4.1,309,1.4k,26,--,34
3529,Tagros Chemicals,3.8,306,1.7k,39,1,44
3530,Jupiter Hospital,4.1,303,1.4k,15,--,25
3531,Gtpl Broadband,3.8,297,1.4k,8,--,43
3532,Yokohama Off-Highway Tires,3.8,340,1.9k,29,--,38
3533,Akamai Technologies,4.4,329,3.2k,48,6,69
3534,British Petroleum,3.8,316,1.9k,42,--,26
3535,Sri Krishna Pharmaceuticals,4.0,312,1.7k,11,5,38
3536,Kutchina,3.8,308,1.1k,11,2,26
3537,Greet Technologies,3.3,303,1.2k,21,5,29
3538,Teva API,4.0,303,1.3k,19,--,52
3539,Diya Systems,3.5,289,1.5k,19,31,56
3540,JNS Instruments,3.9,312,1.7k,24,7,34
3541,Majesco,3.7,311,4.2k,22,28,51
3542,Cera Sanitaryware,4.3,306,1.5k,17,4,33
3543,Grand Hyatt,4.4,301,968,9,--,54
3544,Ceinsys Tech,3.9,293,1.3k,11,17,30
3545,Kerala State Electricity Board,4.2,279,1.2k,13,--,33
3546,Jaipur Rugs,4.4,381,739,19,1,31
3547,Datamatics Business Solutions,3.4,339,2k,33,19,29
3548,African Industries,4.2,326,824,19,20,31
3549,Deluxe Entertainment,3.4,321,2.5k,19,11,48
3550,Epiroc,3.9,319,2k,29,4,45
3551,Silverlink Technologies,4.3,314,322,9,4,37
3552,Dharampal Premchand,4.3,313,1.2k,15,5,42
3553,Transasia Bio-Medicals,3.4,304,1.6k,13,5,39
3554,Wabtec,4.0,339,2.3k,32,2,36
3555,Chaitanya India Fin Credit,4.1,325,1.1k,24,3,27
3556,Jumbotail Technologies,3.7,323,1.3k,26,13,17
3557,IMS People,3.5,315,2k,35,44,38
3558,Medall Healthcare,3.5,310,1.2k,4,2,29
3559,Methodex,3.7,303,1.2k,12,4,30
3560,Addverb Technologies,4.0,344,1.6k,38,25,33
3561,Citrix,3.7,326,2.6k,49,4,45
3562,Jockey,4.5,324,1.3k,10,--,24
3563,FabHotels,3.1,323,2.1k,27,67,24
3564,AccorHotels,4.3,309,1.2k,17,--,53
3565,Christian Medical College,4.2,290,1.1k,10,6,31
3566,Competent Software,4.1,286,765,4,--,34
3567,Kuwait National Petroleum Company,4.6,282,1.3k,18,--,36
3568,BUSINESSNEXT,3.3,346,3.1k,47,36,26
3569,Oda Class,3.6,338,487,21,--,12
3570,Zoomcar,3.7,321,1.7k,17,14,46
3571,Brigade Group,4.1,320,2.1k,24,25,43
3572,Aarti Drugs,3.8,294,1.6k,14,1,27
3573,Hilex,3.8,293,1.2k,13,--,34
3574,Yardi Systems,3.9,325,2.2k,52,--,41
3575,Aimil Pharmaceuticals,3.4,322,1.7k,19,5,44
3576,Online Legal India,4.7,319,57,3,--,25
3577,Fuji Electric,3.9,314,1.6k,15,3,17
3578,ELGI Equipments,4.0,312,1.8k,17,24,49
3579,VDA Infosolutions,4.0,391,1.7k,17,--,25
3580,Novartis Healthcare,4.1,314,4.1k,20,--,46
3581,Shivalik Small Finance Bank,3.8,310,1.4k,24,2,46
3582,R.V.R. PROJECTS,4.0,306,1.1k,24,14,34
3583,Writer Safe Guard,3.8,298,900,17,--,32
3584,Lanco Infratech,4.4,288,784,3,--,51
3585,ACKO,3.8,390,1.9k,35,29,28
3586,Ebixcash Global Services,3.7,349,1.5k,29,3,12
3587,Gilbarco Veeder Root,3.7,318,1.9k,19,5,33
3588,NCCCL,3.4,304,1.2k,13,--,30
3589,Hema Engineering Industries,3.9,290,1.5k,10,--,32
3590,Soma Enterprises,4.2,261,880,7,--,50
3591,C-Edge Technologies,4.1,322,2.1k,18,2,40
3592,Toshiba JSW Power Systems,4.3,301,1.8k,15,--,49
3593,Polestar Solutions & Services India,4.4,342,996,15,9,80
3594,Macquarie Group,3.4,335,3.9k,29,--,59
3595,Ramco Industries,4.2,316,1.6k,8,2,48
3596,Buzzworks Business Services,3.9,313,1.8k,14,2,21
3597,SRM University,3.8,307,1.6k,23,--,35
3598,Kyungshin Industrial Motherson,3.4,307,2.1k,15,--,42
3599,Essar Projects India,3.9,277,814,4,--,52
3600,CommScope,3.7,337,2.8k,24,4,52
3601,Mahendra NextWealth IT,3.8,336,1.3k,8,5,19
3602,Aloha Technology,3.4,331,1.8k,33,5,44
3603,Indian Bank,3.4,327,1.6k,16,--,36
3604,Kiya.ai,3.2,323,3.7k,35,33,30
3605,Tetra Pak,4.2,321,2.1k,28,28,68
3606,India Glycols,3.9,319,1.7k,16,2,35
3607,Kirloskar Toyota Textile Machinery,4.4,306,832,13,--,48
3608,Venkateshwara Hatcheries,4.0,305,1.4k,9,--,35
3609,Caparo Maruti,4.1,296,1.3k,10,--,33
3610,First Flight Couriers,4.2,282,653,6,--,30
3611,Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.6,338,345,9,--,14
3612,Uplers,4.2,337,1.3k,37,61,113
3613,Cosmo Films,3.8,324,1.8k,28,16,51
3614,Action Tesa,3.7,323,837,24,--,13
3615,1 India Family Mart,3.9,311,1.4k,16,--,43
3616,Omax Autos,3.6,301,1.3k,10,--,38
3617,ETA Engineering,3.5,276,882,9,4,33
3618,Allianz Partners,3.8,348,2k,21,16,36
3619,Zealous Services,3.5,322,1.2k,17,7,53
3620,Dana India,4.1,325,1.6k,18,2,62
3621,Magma HDI General Insurance,4.0,323,1.7k,22,--,35
3622,Hamdard,4.0,320,1.2k,20,3,29
3623,Rao IIT Academy,3.4,312,731,6,25,76
3624,Keihin Fie,4.4,281,4.9k,4,--,48
3625,Kunal Structure,3.8,268,989,11,1,53
3626,Eugia Pharma Specialities,4.1,348,1.8k,16,--,36
3627,Groupm Media,4.0,348,3.1k,30,34,37
3628,TotalEnergies,3.9,332,1.5k,22,1,48
3629,Exicom,3.9,331,2k,32,1,49
3630,Thought Focus,3.7,328,2.7k,33,8,37
3631,Sunwoda,4.2,327,1.9k,27,2,42
3632,RedBus,4.3,326,1.7k,23,7,53
3633,SS Supply Chain Solutions,4.1,325,870,8,1,64
3634,Kolte Patil Developers,4.1,321,1.8k,19,7,49
3635,Meyer Organics,3.5,314,1.3k,23,9,35
3636,The Park Hotels,4.3,312,1.3k,10,--,50
3637,Alfanar,4.2,302,900,12,--,60
3638,Baoiam Innovations,4.6,410,18,17,--,20
3639,PULSUS HealthTech Group,3.9,368,1.3k,29,4,45
3640,Telesonic Networks,3.7,304,1k,8,--,47
3641,Aquasub Engineering,4.1,301,1.3k,8,--,35
3642,Sapiens,3.5,363,4.1k,50,2,68
3643,Sany Heavy Industry,3.9,332,1.7k,25,--,54
3644,360 Realtors,3.7,328,1.6k,27,34,49
3645,Western Refrigeration,4.0,328,1.8k,30,2,40
3646,Gaurs Group,4.1,325,1.3k,12,54,26
3647,Powerweave,3.5,316,1.7k,16,1,35
3648,Teleysia Networks,3.7,307,931,11,10,32
3649,Webskitters,4.4,368,512,10,5,120
3650,Tredence,3.6,359,3.6k,88,50,46
3651,EID Parry (India),4.1,338,1.4k,12,--,55
3652,Flowserve,4.0,320,2.8k,22,26,54
3653,Agro Tech Foods,4.3,316,1.1k,13,2,37
3654,Nissin Brake,4.2,299,1.3k,10,--,59
3655,Realty Assistant,4.1,350,399,19,26,101
3656,Self Practice,4.4,347,5.4k,49,--,23
3657,Bada Business,3.7,336,1.5k,19,538,42
3658,Miles Education - CPA & CMA Review (Hyderabad),4.0,335,662,10,23,176
3659,Expertrons,3.8,334,599,34,5,28
3660,Teradata,4.0,330,3.8k,42,15,45
3661,Xdbs,3.3,320,1.8k,34,--,47
3662,Aramex,3.7,314,1.1k,15,--,51
3663,ARMSOFTECH.AIR,3.4,341,1.2k,22,--,65
3664,Groupon,3.3,329,2.4k,39,--,40
3665,Jumio,3.7,324,1.1k,11,--,47
3666,India Nippon Electricals,4.1,318,1.4k,16,1,60
3667,Indraprastha Gas,4.0,299,1.7k,17,--,31
3668,Hyundai Engineering and Construction,4.4,295,516,14,--,39
3669,Rakuten,3.7,352,4.3k,69,5,59
3670,HUDL,3.4,348,1.3k,38,5,31
3671,Myk Laticrete,4.2,339,1.6k,15,33,28
3672,Laxmi Organic Industries,4.2,337,1.7k,24,--,50
3673,Aurionpro Solutions,3.7,336,2.6k,22,13,34
3674,Havmor Ice Cream,4.4,334,1.1k,17,3,52
3675,Sheela Foam,4.2,329,1.2k,22,10,35
3676,SOLAR INDUSTRIES INDIA,3.8,324,2.2k,37,--,49
3677,Anthem Biosciences,4.1,317,2.4k,22,9,32
3678,Audi,4.1,309,1.2k,10,1,54
3679,Mrs Bector's Food Specialities,3.9,309,1.3k,16,--,36
3680,Khadims,3.8,311,1.3k,11,--,49
